country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Finland,FI,2020-30,<15yr,8,871036,2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-31,<15yr,6,871036,1.6,"TESSy COVID-19, national weekly data"
Finland,FI,2020-32,<15yr,10,871036,1.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-33,<15yr,17,871036,3.1,"TESSy COVID-19, national weekly data"
Finland,FI,2020-34,<15yr,23,871036,4.6,"TESSy COVID-19, national weekly data"
Finland,FI,2020-35,<15yr,18,871036,4.7,"TESSy COVID-19, national weekly data"
Finland,FI,2020-36,<15yr,18,871036,4.1,"TESSy COVID-19, national weekly data"
Finland,FI,2020-37,<15yr,36,871036,6.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-38,<15yr,46,871036,9.4,"TESSy COVID-19, national weekly data"
Finland,FI,2020-39,<15yr,61,871036,12.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-40,<15yr,59,871036,13.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-41,<15yr,97,871036,17.9,"TESSy COVID-19, national weekly data"
Finland,FI,2020-42,<15yr,124,871036,25.4,"TESSy COVID-19, national weekly data"
Finland,FI,2020-43,<15yr,138,871036,30.1,"TESSy COVID-19, national weekly data"
Finland,FI,2020-44,<15yr,234,871036,42.7,"TESSy COVID-19, national weekly data"
Finland,FI,2020-45,<15yr,200,871036,49.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-46,<15yr,203,871036,46.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-47,<15yr,317,871036,59.7,"TESSy COVID-19, national weekly data"
Finland,FI,2020-48,<15yr,340,871036,75.4,"TESSy COVID-19, national weekly data"
Finland,FI,2020-49,<15yr,333,871036,77.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-50,<15yr,370,871036,80.7,"TESSy COVID-19, national weekly data"
Finland,FI,2020-51,<15yr,251,871036,71.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-52,<15yr,186,871036,50.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-53,<15yr,188,871036,42.9,"TESSy COVID-19, national weekly data"
Finland,FI,2021-01,<15yr,164,871036,40.4,"TESSy COVID-19, national weekly data"
Finland,FI,2021-02,<15yr,218,871036,43.9,"TESSy COVID-19, national weekly data"
Finland,FI,2021-03,<15yr,314,871036,61.1,"TESSy COVID-19, national weekly data"
Finland,FI,2021-04,<15yr,365,871036,78,"TESSy COVID-19, national weekly data"
Finland,FI,2021-05,<15yr,420,871036,90.1,"TESSy COVID-19, national weekly data"
Finland,FI,2021-06,<15yr,437,871036,98.4,"TESSy COVID-19, national weekly data"
Finland,FI,2021-07,<15yr,554,871036,113.8,"TESSy COVID-19, national weekly data"
Finland,FI,2021-08,<15yr,595,871036,131.9,"TESSy COVID-19, national weekly data"
Finland,FI,2021-09,<15yr,827,871036,163.3,"TESSy COVID-19, national weekly data"
Finland,FI,2021-10,<15yr,879,871036,195.9,"TESSy COVID-19, national weekly data"
Finland,FI,2021-11,<15yr,932,871036,207.9,"TESSy COVID-19, national weekly data"
Finland,FI,2021-12,<15yr,862,871036,206,"TESSy COVID-19, national weekly data"
Finland,FI,2021-13,<15yr,709,871036,180.4,"TESSy COVID-19, national weekly data"
Finland,FI,2021-14,<15yr,574,871036,147.3,"TESSy COVID-19, national weekly data"
Finland,FI,2021-15,<15yr,374,871036,108.8,"TESSy COVID-19, national weekly data"
Finland,FI,2021-16,<15yr,302,871036,77.6,"TESSy COVID-19, national weekly data"
Finland,FI,2021-17,<15yr,266,871036,65.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-05,15-24yr,0,610615,,"TESSy COVID-19, national weekly data"
Finland,FI,2020-09,15-24yr,1,610615,0.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-10,15-24yr,1,610615,0.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-11,15-24yr,30,610615,5.1,"TESSy COVID-19, national weekly data"
Finland,FI,2020-12,15-24yr,24,610615,8.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-13,15-24yr,60,610615,13.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-14,15-24yr,96,610615,25.5,"TESSy COVID-19, national weekly data"
Finland,FI,2020-15,15-24yr,128,610615,36.7,"TESSy COVID-19, national weekly data"
Finland,FI,2020-16,15-24yr,93,610615,36.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-17,15-24yr,94,610615,30.6,"TESSy COVID-19, national weekly data"
Finland,FI,2020-18,15-24yr,79,610615,28.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-19,15-24yr,85,610615,26.9,"TESSy COVID-19, national weekly data"
Finland,FI,2020-20,15-24yr,33,610615,19.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-21,15-24yr,24,610615,9.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-22,15-24yr,39,610615,10.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-23,15-24yr,18,610615,9.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-24,15-24yr,7,610615,4.1,"TESSy COVID-19, national weekly data"
Finland,FI,2020-25,15-24yr,3,610615,1.6,"TESSy COVID-19, national weekly data"
Finland,FI,2020-26,15-24yr,8,610615,1.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-27,15-24yr,4,610615,2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-28,15-24yr,4,610615,1.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-29,15-24yr,5,610615,1.5,"TESSy COVID-19, national weekly data"
Finland,FI,2020-30,15-24yr,7,610615,2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-31,15-24yr,13,610615,3.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-32,15-24yr,19,610615,5.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-33,15-24yr,42,610615,10,"TESSy COVID-19, national weekly data"
Finland,FI,2020-34,15-24yr,39,610615,13.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-35,15-24yr,48,610615,14.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-36,15-24yr,71,610615,19.5,"TESSy COVID-19, national weekly data"
Finland,FI,2020-37,15-24yr,128,610615,32.6,"TESSy COVID-19, national weekly data"
Finland,FI,2020-38,15-24yr,144,610615,44.5,"TESSy COVID-19, national weekly data"
Finland,FI,2020-39,15-24yr,181,610615,53.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-40,15-24yr,377,610615,91.4,"TESSy COVID-19, national weekly data"
Finland,FI,2020-41,15-24yr,642,610615,166.9,"TESSy COVID-19, national weekly data"
Finland,FI,2020-42,15-24yr,332,610615,159.5,"TESSy COVID-19, national weekly data"
Finland,FI,2020-43,15-24yr,250,610615,95.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-44,15-24yr,292,610615,88.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-45,15-24yr,283,610615,94.2,"TESSy COVID-19, national weekly data"
Finland,FI,2020-46,15-24yr,272,610615,90.9,"TESSy COVID-19, national weekly data"
Finland,FI,2020-47,15-24yr,445,610615,117.4,"TESSy COVID-19, national weekly data"
Finland,FI,2020-48,15-24yr,501,610615,154.9,"TESSy COVID-19, national weekly data"
Finland,FI,2020-49,15-24yr,529,610615,168.7,"TESSy COVID-19, national weekly data"
Finland,FI,2020-50,15-24yr,444,610615,159.3,"TESSy COVID-19, national weekly data"
Finland,FI,2020-51,15-24yr,373,610615,133.8,"TESSy COVID-19, national weekly data"
Finland,FI,2020-52,15-24yr,287,610615,108.1,"TESSy COVID-19, national weekly data"
Finland,FI,2020-53,15-24yr,304,610615,96.8,"TESSy COVID-19, national weekly data"
Finland,FI,2021-01,15-24yr,339,610615,105.3,"TESSy COVID-19, national weekly data"
Finland,FI,2021-02,15-24yr,309,610615,106.1,"TESSy COVID-19, national weekly data"
Finland,FI,2021-03,15-24yr,441,610615,122.8,"TESSy COVID-19, national weekly data"
Finland,FI,2021-04,15-24yr,609,610615,172,"TESSy COVID-19, national weekly data"
Finland,FI,2021-05,15-24yr,543,610615,188.7,"TESSy COVID-19, national weekly data"
