country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Slovakia,SK,2020-26,25-49yr,38,2069170,2.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-27,25-49yr,49,2069170,4.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-28,25-49yr,65,2069170,5.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-29,25-49yr,49,2069170,5.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-30,25-49yr,103,2069170,7.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-31,25-49yr,78,2069170,8.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-32,25-49yr,129,2069170,10,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-33,25-49yr,158,2069170,13.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-34,25-49yr,297,2069170,22,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-35,25-49yr,254,2069170,26.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-36,25-49yr,372,2069170,30.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-37,25-49yr,442,2069170,39.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-38,25-49yr,512,2069170,46.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-39,25-49yr,1178,2069170,81.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-40,25-49yr,1893,2069170,148.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-41,25-49yr,3234,2069170,247.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-42,25-49yr,4725,2069170,384.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-43,25-49yr,6788,2069170,556.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-44,25-49yr,8163,2069170,722.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-45,25-49yr,6184,2069170,693.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-46,25-49yr,4939,2069170,537.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-47,25-49yr,4834,2069170,472.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-48,25-49yr,5596,2069170,504.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-49,25-49yr,7380,2069170,627.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-50,25-49yr,11428,2069170,909,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-51,25-49yr,13708,2069170,1214.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-52,25-49yr,9511,2069170,1122.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-53,25-49yr,11672,2069170,1023.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-01,25-49yr,18625,2069170,1464.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-02,25-49yr,12232,2069170,1491.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-03,25-49yr,14627,2069170,1298.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-04,25-49yr,11327,2069170,1254.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-05,25-49yr,17398,2069170,1388.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-06,25-49yr,16160,2069170,1621.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-07,25-49yr,17137,2069170,1609.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-08,25-49yr,16261,2069170,1614.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-09,25-49yr,15256,2069170,1523.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-10,25-49yr,12687,2069170,1350.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-11,25-49yr,10541,2069170,1122.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-12,25-49yr,8449,2069170,917.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-13,25-49yr,3270,2069170,566.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-14,25-49yr,5201,2069170,409.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-10,50-64yr,3,1064813,,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-11,50-64yr,13,1064813,1.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-12,50-64yr,25,1064813,3.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-13,50-64yr,28,1064813,5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-14,50-64yr,28,1064813,5.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-15,50-64yr,46,1064813,6.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-16,50-64yr,84,1064813,12.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-17,50-64yr,50,1064813,12.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-18,50-64yr,11,1064813,5.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-19,50-64yr,12,1064813,2.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-20,50-64yr,8,1064813,1.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-21,50-64yr,2,1064813,0.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-22,50-64yr,1,1064813,0.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-23,50-64yr,1,1064813,0.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-24,50-64yr,5,1064813,0.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-25,50-64yr,7,1064813,1.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-26,50-64yr,16,1064813,2.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-27,50-64yr,21,1064813,3.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-28,50-64yr,22,1064813,4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-29,50-64yr,19,1064813,3.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-30,50-64yr,33,1064813,4.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-31,50-64yr,47,1064813,7.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-32,50-64yr,53,1064813,9.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-33,50-64yr,62,1064813,10.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-34,50-64yr,81,1064813,13.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-35,50-64yr,81,1064813,15.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-36,50-64yr,118,1064813,18.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-37,50-64yr,146,1064813,24.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-38,50-64yr,223,1064813,34.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-39,50-64yr,515,1064813,69.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-40,50-64yr,886,1064813,131.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-41,50-64yr,1490,1064813,223.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-42,50-64yr,2268,1064813,352.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-43,50-64yr,3430,1064813,535.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-44,50-64yr,4234,1064813,719.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-45,50-64yr,3169,1064813,695.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-46,50-64yr,2706,1064813,551.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-47,50-64yr,2681,1064813,505.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-48,50-64yr,3265,1064813,558.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-49,50-64yr,4013,1064813,683.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-50,50-64yr,5952,1064813,935.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-51,50-64yr,7419,1064813,1255.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-52,50-64yr,4991,1064813,1165.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-53,50-64yr,5783,1064813,1011.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-01,50-64yr,8630,1064813,1353.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-02,50-64yr,6422,1064813,1413.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-03,50-64yr,7601,1064813,1316.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-04,50-64yr,5832,1064813,1261.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-05,50-64yr,8628,1064813,1358,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-06,50-64yr,8103,1064813,1571.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-07,50-64yr,8379,1064813,1547.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-08,50-64yr,8034,1064813,1541.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-09,50-64yr,7410,1064813,1450.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-10,50-64yr,6337,1064813,1291,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-11,50-64yr,5202,1064813,1083.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-12,50-64yr,4108,1064813,874.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-13,50-64yr,1652,1064813,540.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-14,50-64yr,2510,1064813,390.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-10,65-79yr,0,720495,,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-11,65-79yr,4,720495,0.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-12,65-79yr,4,720495,1.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-13,65-79yr,12,720495,2.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-14,65-79yr,14,720495,3.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-15,65-79yr,14,720495,3.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-16,65-79yr,46,720495,8.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-17,65-79yr,14,720495,8.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-18,65-79yr,4,720495,2.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-19,65-79yr,5,720495,1.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-20,65-79yr,1,720495,0.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-21,65-79yr,0,720495,0.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-22,65-79yr,1,720495,0.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-23,65-79yr,0,720495,0.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-24,65-79yr,0,720495,0,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-25,65-79yr,2,720495,0.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-26,65-79yr,6,720495,1.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-27,65-79yr,2,720495,1.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-28,65-79yr,9,720495,1.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-29,65-79yr,5,720495,1.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-30,65-79yr,14,720495,2.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-31,65-79yr,13,720495,3.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-32,65-79yr,16,720495,4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-33,65-79yr,20,720495,5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-34,65-79yr,21,720495,5.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-35,65-79yr,35,720495,7.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-36,65-79yr,48,720495,11.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-37,65-79yr,73,720495,16.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-38,65-79yr,88,720495,22.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-39,65-79yr,232,720495,44.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-40,65-79yr,375,720495,84.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-41,65-79yr,644,720495,141.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-42,65-79yr,877,720495,211.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-43,65-79yr,1270,720495,298,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-44,65-79yr,1617,720495,400.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-45,65-79yr,1370,720495,414.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-46,65-79yr,1191,720495,355.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-47,65-79yr,1193,720495,330.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-48,65-79yr,1536,720495,378.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-49,65-79yr,1691,720495,447.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-50,65-79yr,2458,720495,575.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-51,65-79yr,3101,720495,771.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-52,65-79yr,2092,720495,720.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-53,65-79yr,2353,720495,616.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-01,65-79yr,3815,720495,856.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-02,65-79yr,2723,720495,907.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-03,65-79yr,2945,720495,786.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-04,65-79yr,2335,720495,732.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-05,65-79yr,3122,720495,757.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-06,65-79yr,2868,720495,831.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-07,65-79yr,3134,720495,833,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-08,65-79yr,3082,720495,862.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-09,65-79yr,3095,720495,857.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-10,65-79yr,2717,720495,806.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-11,65-79yr,2102,720495,668.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-12,65-79yr,1862,720495,550.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-13,65-79yr,600,720495,341.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-14,65-79yr,1127,720495,239.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-10,80+yr,0,184680,,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-11,80+yr,0,184680,0,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-12,80+yr,3,184680,1.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-13,80+yr,3,184680,3.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-14,80+yr,1,184680,2.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-15,80+yr,6,184680,3.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-16,80+yr,56,184680,33.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-17,80+yr,9,184680,35.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-18,80+yr,4,184680,7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-19,80+yr,0,184680,2.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-20,80+yr,0,184680,0,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-21,80+yr,0,184680,0,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-22,80+yr,1,184680,0.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-23,80+yr,0,184680,0.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-24,80+yr,0,184680,0,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-25,80+yr,0,184680,0,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-26,80+yr,1,184680,0.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-27,80+yr,1,184680,1.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-28,80+yr,3,184680,2.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-29,80+yr,0,184680,1.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-30,80+yr,5,184680,2.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-31,80+yr,3,184680,4.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-32,80+yr,5,184680,4.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-33,80+yr,14,184680,10.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-34,80+yr,9,184680,12.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-35,80+yr,10,184680,10.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-36,80+yr,15,184680,13.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-37,80+yr,16,184680,16.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-38,80+yr,40,184680,30.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-39,80+yr,77,184680,63.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-40,80+yr,141,184680,118,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-41,80+yr,200,184680,184.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-42,80+yr,349,184680,297.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-43,80+yr,514,184680,467.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-44,80+yr,806,184680,714.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-45,80+yr,549,184680,733.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-46,80+yr,564,184680,602.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-47,80+yr,611,184680,636.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-48,80+yr,719,184680,720.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-49,80+yr,635,184680,733.2,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-50,80+yr,883,184680,822,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-51,80+yr,924,184680,978.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-52,80+yr,712,184680,885.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2020-53,80+yr,643,184680,733.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-01,80+yr,1039,184680,910.8,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-02,80+yr,936,184680,1069.4,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-03,80+yr,744,184680,909.7,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-04,80+yr,793,184680,832.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-05,80+yr,760,184680,840.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-06,80+yr,718,184680,800.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-07,80+yr,659,184680,745.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-08,80+yr,682,184680,726.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-09,80+yr,635,184680,713.1,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-10,80+yr,518,184680,624.3,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-11,80+yr,449,184680,523.6,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-12,80+yr,356,184680,435.9,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-13,80+yr,103,184680,248.5,"TESSy COVID-19, national weekly data"
Slovakia,SK,2021-14,80+yr,224,184680,177.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-10,<15yr,0,315802,,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-11,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-12,<15yr,3,315802,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-13,<15yr,2,315802,1.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-14,<15yr,3,315802,1.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-15,<15yr,0,315802,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-16,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-17,<15yr,3,315802,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-18,<15yr,0,315802,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-19,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-20,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-21,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-22,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-23,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-24,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-25,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-26,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-27,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-28,<15yr,5,315802,1.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-29,<15yr,3,315802,2.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-30,<15yr,0,315802,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-31,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-32,<15yr,0,315802,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-33,<15yr,5,315802,1.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-34,<15yr,0,315802,1.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-35,<15yr,12,315802,3.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-36,<15yr,21,315802,10.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-37,<15yr,51,315802,22.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-38,<15yr,31,315802,26,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-39,<15yr,50,315802,25.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-40,<15yr,54,315802,32.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-41,<15yr,142,315802,62.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-42,<15yr,320,315802,146.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-43,<15yr,401,315802,228.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-44,<15yr,261,315802,209.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-45,<15yr,79,315802,107.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-46,<15yr,103,315802,57.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-47,<15yr,106,315802,66.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-48,<15yr,130,315802,74.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-49,<15yr,119,315802,78.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-50,<15yr,155,315802,86.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-51,<15yr,169,315802,102.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-52,<15yr,181,315802,110.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-53,<15yr,213,315802,124.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-01,<15yr,306,315802,164.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-02,<15yr,245,315802,174.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-03,<15yr,290,315802,169.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-04,<15yr,396,315802,217.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-05,<15yr,422,315802,259,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-06,<15yr,354,315802,245.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-07,<15yr,467,315802,260,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-08,<15yr,505,315802,307.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-09,<15yr,550,315802,334.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-10,<15yr,476,315802,324.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-11,<15yr,637,315802,352.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-12,<15yr,779,315802,448.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-13,<15yr,809,315802,502.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-14,<15yr,589,315802,442.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-15,<15yr,546,315802,359.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-16,<15yr,543,315802,344.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-17,<15yr,474,315802,322,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-10,15-24yr,0,196818,,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-11,15-24yr,21,196818,10.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-12,15-24yr,9,196818,15.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-13,15-24yr,15,196818,12.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-14,15-24yr,16,196818,15.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-15,15-24yr,20,196818,18.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-16,15-24yr,10,196818,15.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-17,15-24yr,8,196818,9.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-18,15-24yr,0,196818,4.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-19,15-24yr,2,196818,1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-20,15-24yr,1,196818,1.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-21,15-24yr,1,196818,1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-22,15-24yr,1,196818,1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-23,15-24yr,0,196818,0.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-24,15-24yr,1,196818,0.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-25,15-24yr,0,196818,0.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-26,15-24yr,16,196818,8.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-27,15-24yr,26,196818,21.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-28,15-24yr,20,196818,23.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-29,15-24yr,8,196818,14.2,"TESSy COVID-19, national weekly data"
